row,product_name,missing_files,expected_count,missing_count
1314,Kit 360 - לiPhone 17 Series מגן מסך וכיסוי,kit.jpg,1,1
1315,iPhone 17,kit.jpg,1,1
1316,iPhone Air,kit.jpg,1,1
1317,iPhone 17 Pro,kit.jpg,1,1
1318,iPhone 17 Pro Max,kit.jpg,1,1
1319,P SP Easy Glass iPhone 17 Series,"easy-glass-1.jpg, easy-glass-2.jpg, easy-glass-3.jpg, easy-glass-4.jpg",4,4
1320,iPhone 17,"easy-glass-1.jpg, easy-glass-2.jpg, easy-glass-3.jpg, easy-glass-4.jpg",4,4
1321,iPhone 17 Pro,"easy-glass-1.jpg, easy-glass-2.jpg, easy-glass-3.jpg, easy-glass-4.jpg",4,4
1322,iPhone 17 Pro Max,"easy-glass-1.jpg, easy-glass-2.jpg, easy-glass-3.jpg, easy-glass-4.jpg",4,4
1323,P SP iPhone 17 Series,blank-glass-iphone.jpg,1,1
1324,iPhone 17,blank-glass-iphone.jpg,1,1
1325,iPhone Air,blank-glass-iphone.jpg,1,1
1326,iPhone 17 Pro,blank-glass-iphone.jpg,1,1
1327,iPhone 17 Pro Max,blank-glass-iphone.jpg,1,1
1328,P SP Privacy iPhone 17 Series,privacy-glass-ip13-pm.jpg,1,1
1329,iPhone 17,privacy-glass-ip13-pm.jpg,1,1
1330,iPhone Air,privacy-glass-ip13-pm.jpg,1,1
1331,iPhone 17 Pro,privacy-glass-ip13-pm.jpg,1,1
1332,iPhone 17 Pro Max,privacy-glass-ip13-pm.jpg,1,1
1333,iPhone 17 Series Clear Case with MagSafe,"photoshopextension_image-7.png, iphone_17_black_clear_case_with_magsafe_pure_back_screen__usen.png, iphone_17_lavender_clear_case_with_magsafe_pure_back_screen__usen.png, iphone_17_mist_blue_clear_case_with_magsafe_pure_back_screen__usen.png, iphone_17_sage_clear_case_with_magsafe_pure_back_screen__usen.png, iphone_17_pro_deep_blue_clear_case_with_magsafe_pure_back_screen__usen.png, iphone_17_pro_silver_clear_case_with_magsafe_pure_back_screen__usen.png, iphone_17_pro_cosmic_orange_clear_case_with_magsafe_pure_back_screen__usen.png",8,8
1334,iPhone 17,photoshopextension_image-7.png,1,1
1335,iPhone 17 Pro,iphone_17_pro_silver_clear_case_with_magsafe_pure_back_screen__usen.png,1,1
1336,iPhone 17 Pro Max,iphone_17_pro_cosmic_orange_clear_case_with_magsafe_pure_back_screen__usen.png,1,1
1337,Apple Watch 11 GPS + Cellular Titanium Case 42mm,"apple_-2.jpg, ec12cbf4.jpg, apple_-3.jpg, 7bc3d4d7.jpg, aae8e220.jpg, 27e3f536.jpg, apple_-2.jpg, apple_-1.jpg",8,8
1338,Natural Titanium Case with Stone Grey Sport Band - S/M S-100680,apple_-2.jpg,1,1
1339,Apple Watch 11 GPS + Cellular Titanium Case 46mm,"apple_-1.jpg, 8bf973d9.jpg, apple_-2.jpg, apple_-3.jpg, 7bc3d4d7.jpg, aae8e220.jpg, 27e3f536.jpg, apple_-1.jpg",8,8
1340,Slate Titanium Case with Black Sport Band - M/L S-100684,2537e3d0.jpg,1,1
1341,Natural Titanium Case with Natural Milanese Loop - S/M S-100683,apple_-1.jpg,1,1
1342,Slate Titanium Case with Slate Milanese Loop - M/L S-100685,d9935134.jpg,1,1
1343,iPhone 17 Series Silicone Case with MagSafe – Black,"iphone_17_pro_max_silver_black_silicone_case_with_magsafe_pure_back_screen__usen.png, iphone_17_white_black_silicone_case_with_magsafe_pure_back_screen__usen.png",2,2
1344,iPhone 17,iphone_17_white_black_silicone_case_with_magsafe_pure_back_screen__usen.png,1,1
1345,iPhone 17 Pro,iphone_17_pro_max_silver_black_silicone_case_with_magsafe_pure_back_screen__usen.png,1,1
1346,iPhone 17 Pro Max,iphone_17_pro_max_silver_black_silicone_case_with_magsafe_pure_back_screen__usen.png,1,1
1347,iPhone 17 Pro Max TechWoven Case with MagSafe,photoshopextension_image-2.png,1,1
1348,שחור,photoshopextension_image-2.png,1,1
1349,כחול,photoshopextension_image-3.png,1,1
1351,כתום,photoshopextension_image-6.png,1,1
1352,ירוק,photoshopextension_image-4.png,1,1
1353,iPhone 17 Pro TechWoven Case with MagSafe,iphone_17_pro_max_silver_blue_techwoven_case_with_magsafe_pure_back_screen__usen.png,1,1
1354,שחור,iphone_17_pro_max_silver_black_techwoven_case_with_magsafe_pure_back_screen__usen.png,1,1
1355,כחול,iphone_17_pro_max_silver_blue_techwoven_case_with_magsafe_pure_back_screen__usen.png,1,1
1356,סגול,iphone_17_pro_max_silver_purple_techwoven_case_with_magsafe_pure_back_screen__usen.png,1,1
1357,כתום,iphone_17_pro_max_silver_sienna_techwoven_case_with_magsafe_pure_back_screen__usen.png,1,1
1358,ירוק,iphone_17_pro_max_silver_green_techwoven_case_with_magsafe_pure_back_screen__usen.png,1,1
1359,iPhone Air Bumper – Black,iphone_air_space_black_black_silicone_bumper_34fr_screen__usen.png,2,1
1360,שחור,iphone_air_space_black_black_silicone_bumper_34fr_screen__usen.png,2,1
1361,iPhone Air Case with MagSafe – Frost,"iphone_air_cloud_white_frost_case_with_magsafe_34fr_screen__usen.png, iphone_air_cloud_white_frost_case_with_magsafe_pure_back_screen__usen.png",2,2
1362,שקוף,"iphone_air_cloud_white_frost_case_with_magsafe_34fr_screen__usen.png, iphone_air_cloud_white_frost_case_with_magsafe_pure_back_screen__usen.png",2,2
1363,iPhone FineWoven Wallet with MagSafe,"photoshopextension_image.png, photoshopextension_image-1.png",2,2
1364,שחור,"photoshopextension_image.png, photoshopextension_image-1.png",2,2
1368,iPhone Air MagSafe Battery,"apple_magsafe_battery_for_iphone_air_pure_back_screen__usen.png, iphone_air_cloud_white_magsafe_battery_34br_screen__usen.png, iphone_air_light_gold_magsafe_battery_34br_screen__usen.png, iphone_air_sky_blue_magsafe_battery_34br_screen__usen.png, iphone_air_space_black_magsafe_battery_34br_screen__usen.png",5,5
1369,S-100737,"apple_magsafe_battery_for_iphone_air_pure_back_screen__usen.png, iphone_air_cloud_white_magsafe_battery_34br_screen__usen.png, iphone_air_light_gold_magsafe_battery_34br_screen__usen.png, iphone_air_sky_blue_magsafe_battery_34br_screen__usen.png, iphone_air_space_black_magsafe_battery_34br_screen__usen.png",5,5
1370,ערכת השקה ל iPhone 17,"box-avizarim-iphone-1.jpg, active-power-bank2.png, 20w_usb-c_power_adapter_front_eu_screen.png, 20w_usb-c_power_adapter_bottom_eu_screen.png, תמונה1.png",6,5
1371,Kit,"box-avizarim-iphone-1.jpg, active-power-bank2.png, 20w_usb-c_power_adapter_front_eu_screen.png, 20w_usb-c_power_adapter_bottom_eu_screen.png, תמונה1.png",6,5
1372,"מסך מגע חכם אלחוטי ונייד 27"" LG 27LX6TDGA",1_stanbyme2-27lx6t-תמונה-ראשית.png,8,1
1373,"טלוויזיה חכמה 65"" LG 4K UHD 65UA73006LA","1-1-65ua73006la_תמונה-ראשית-עם-שלט.jpg, 3-oled77b56la_גב-מסך.jpg, 6-oled77b56la_תמונת-מעבד.jpg",5,3
1374,"טלוויזיה חכמה 65"" LG QNED MiniLED 65QNED93A6A","1-1-65qned93a_תמונה-ראשית-עם-שלט.jpg, 1-65qned93a6a_תמונה-ראשית.jpg",3,2
1375,"טלוויזיה חכמה 75"" LG QNED MiniLED 75QNED93A6A","1-1-65qned93a_תמונה-ראשית-עם-שלט.jpg, 1-65qned93a6a_תמונה-ראשית.jpg",3,2
1376,"טלוויזיה חכמה 85"" LG QNED MiniLED 85QNED93A6A","1-1-65qned93a_תמונה-ראשית-עם-שלט.jpg, 1-65qned93a6a_תמונה-ראשית.jpg",3,2
1377,שואב אבק שוטף רובוטי שיאומי דגם Xiaomi Robot Vacuum 5 Pro,"xiaomi-robot-vacuum-5-pro-1.png, xiaomi-robot-vacuum-5-pro-2.png, xiaomi-robot-vacuum-5-pro-3.png, xiaomi-robot-vacuum-5-pro-4.png, xiaomi-robot-vacuum-5-pro-5.jpg, xiaomi-robot-vacuum-5-pro-6.jpg, xiaomi-robot-vacuum-5-pro-7.jpg, xiaomi-robot-vacuum-5-pro-8.jpg, xiaomi-robot-vacuum-5-pro-9.jpg, xiaomi-robot-vacuum-5-pro-10.jpg",10,10
1378,S-101186,"xiaomi-robot-vacuum-5-pro-1.png, xiaomi-robot-vacuum-5-pro-2.png, xiaomi-robot-vacuum-5-pro-3.png, xiaomi-robot-vacuum-5-pro-4.png, xiaomi-robot-vacuum-5-pro-5.jpg, xiaomi-robot-vacuum-5-pro-6.jpg, xiaomi-robot-vacuum-5-pro-7.jpg, xiaomi-robot-vacuum-5-pro-8.jpg, xiaomi-robot-vacuum-5-pro-9.jpg, xiaomi-robot-vacuum-5-pro-10.jpg",10,10
1379,שואב אבק שוטף רובוטי שיאומי דגם Xiaomi Robot Vacuum 5,"xiaomi-robot-vacuum-5-1.png, xiaomi-robot-vacuum-5-2.png, xiaomi-robot-vacuum-5-3.png, xiaomi-robot-vacuum-5-5.jpg, xiaomi-robot-vacuum-5-6.jpg, xiaomi-robot-vacuum-5-7.jpg, xiaomi-robot-vacuum-5-8.jpg, xiaomi-robot-vacuum-5-9.jpg, xiaomi-robot-vacuum-5-10.jpg",9,9
1380,S-101187,"xiaomi-robot-vacuum-5-1.png, xiaomi-robot-vacuum-5-2.png, xiaomi-robot-vacuum-5-3.png, xiaomi-robot-vacuum-5-5.jpg, xiaomi-robot-vacuum-5-6.jpg, xiaomi-robot-vacuum-5-7.jpg, xiaomi-robot-vacuum-5-8.jpg, xiaomi-robot-vacuum-5-9.jpg, xiaomi-robot-vacuum-5-10.jpg",9,9
1390,Samsung Galaxy A17 128GB,"250_sm-a175_galaxy-a17_lte_black_front2_thumb.png, 250_sm-a175_galaxy-a17_lte_black_back_thumb.png, sm-a175_galaxy-a17_lte_gray_front_thumb.png, 250_sm-a175_galaxy-a17_lte_gray_front2_thumb.png, sm-a175_galaxy-a17_lte_gray_back_thumb.png",6,5
1392,מסך,"250_sm-a175_galaxy-a17_lte_black_front2_thumb.png, 250_sm-a175_galaxy-a17_lte_black_back_thumb.png, sm-a175_galaxy-a17_lte_gray_front_thumb.png, 250_sm-a175_galaxy-a17_lte_gray_front2_thumb.png, sm-a175_galaxy-a17_lte_gray_back_thumb.png",6,5
1393,GRAY,sm-a175_galaxy-a17_lte_gray_front_thumb.png,1,1
1394,Blue,250_sm-a175_galaxy-a17_lte_light-blue_front_thumb.png,1,1
1395,Samsung Galaxy A17 256GB,"250_sm-a175_galaxy-a17_lte_black_front2_thumb.png, 250_sm-a175_galaxy-a17_lte_black_back_thumb.png, sm-a175_galaxy-a17_lte_gray_front_thumb.png, 250_sm-a175_galaxy-a17_lte_gray_front2_thumb.png, sm-a175_galaxy-a17_lte_gray_back_thumb.png",6,5
1397,"טלוויזיה חכמה Sony Bravia Series 5 XR Mini LED Google TV 4K HDR 65""",untitled-1.png,5,1
1398,65,untitled-1.png,5,1
1399,"טלוויזיה חכמה Sony Bravia Series 5 XR Mini LED Google TV 4K HDR 75""",untitled-1.png,5,1
1400,75,untitled-1.png,5,1
1430,רמקול נייד JBL GRIP,"ls_jbl_grip_black_3_4_left_0045_x1.png, ls_jbl_grip_black_detail_1_0081_x1.png, ls_jbl_grip_black_hero__0026_x3.png, ls_jbl_grip_black_light_0056_x2.png, ls_jbl_grip_black_top_0021_x1.png, ls_jbl_grip_blue_3_4_left_0045_x1.png, ls_jbl_grip_blue_3_4_right_0052_x1.png, ls_jbl_grip_blue_back_0043_x1.png, ls_jbl_grip_blue_detail_1_0081_x1.png, ls_jbl_grip_blue_detail_2_0083_x1.png, ls_jbl_grip_red_3_4_left_0045_x1.png, ls_jbl_grip_red_back_0043_x1.png, ls_jbl_grip_red_bottom_0101_x2.png, ls_jbl_grip_red_detail_1_0081_x1.png, ls_jbl_grip_red_hero_0026_x3.png, ls_jbl_grip_red_light_0056_x2.png",17,16
1431,blue,ls_jbl_grip_blue_3_4_left_0045_x1.png,1,1
1432,black,ls_jbl_grip_black_3_4_left_0045_x1.png,1,1
1433,red,ls_jbl_grip_red_3_4_left_0045_x1.png,1,1
1434,רמקול אלחוטי JBL Boombox 4,"ls_jbl_boombox_4_hero_black_0019_x4.png, ls_jbl_boombox_4_hero_blue_0019_x4-1.png, ls_jbl_boombox_4_right_black_0057_x1.png, ls_jbl_boombox_4_top_black_0094_x1.png, ls_jbl_boombox_4_top_blue_0094_x1.png, ls_jbl_boombox_4_top_down_black_0089_x1.png, ls_jbl_boombox_4_top_down_blue_0089_x1.png, ls_jbl_boombox_4_back_black_0045_x1.png, ls_jbl_boombox_4_back_open_blue_0047_x1.png, ls_jbl_boombox_4_front_black_0022_x1.png",12,10
1435,blue,ls_jbl_boombox_4_hero_blue_0019_x4-1.png,1,1
1436,black,ls_jbl_boombox_4_hero_black_0019_x4.png,1,1
1437,רמקול אלחוטי ללא ספק כוח JBL Xtreme 3,"jbl_xtreme_3_hero_0010_x2.jpg, jbl_xtreme_3_hero__0016_x2.jpg, jbl_xtreme_3_left_right_0049_x1.jpg, jbl_xtreme_3_front_0032_x1.jpg",4,4
1438,black,"jbl_xtreme_3_hero_0010_x2.jpg, jbl_xtreme_3_hero__0016_x2.jpg, jbl_xtreme_3_left_right_0049_x1.jpg, jbl_xtreme_3_front_0032_x1.jpg",4,4
1439,אוזניות קשת לילדים JBL JR320BT,"01-ls_jbl_junior_320bt_product-image_hero_green.png, 02-ls_jbl_junior_320bt_product-image_front_purple.png, 03-ls_jbl_junior_320bt_product-image_back_blue.png, 04-ls_jbl_junior_320bt_product-image_right_purple.png, 05-ls_jbl_junior_320bt_product-image_left_blue.png, 06-ls_jbl_junior_320bt_product-image_folded_blue.png",8,6
1441,green,01-ls_jbl_junior_320bt_product-image_hero_green.png,1,1
1442,אוזניות אלחוטיות JBL Wave Flex 2,"01-ls_jbl_wave-flex-2_product-image_hero_white.png, 02-ls_jbl_wave-flex-2_product-image_front_white.png, 03-ls_jbl_wave-flex-2_product-image_back_white.png, 03-ls_jbl_wave-flex-2_product-image_front_black.png",6,4
1443,white,01-ls_jbl_wave-flex-2_product-image_hero_white.png,1,1
1450,Xiaomi 15T 5G 12GB+512GB,"xiaomi-15t-pro-black-1.jpg, xiaomi-15t-black-2.jpg, xiaomi-15t-black-3.jpg",3,3
1451,Black,"xiaomi-15t-pro-black-1.jpg, xiaomi-15t-black-2.jpg, xiaomi-15t-black-3.jpg",3,3
1452,שעון ספורט חכם שיאומי דגם Redmi Watch 5 Active S-97110,redmi-watch-5-active_black_3.jpg,1,1
1453,Xiaomi 15T Pro 5G 12GB+512GB,"xiaomi-15t-pro-black-1.jpg, xiaomi-15t-black-2.jpg, xiaomi-15t-black-3.jpg",3,3
1454,Black,"xiaomi-15t-pro-black-1.jpg, xiaomi-15t-black-2.jpg, xiaomi-15t-black-3.jpg",3,3
1455,Redmi 15C NFC 4GB+128GB 4G,"1.jpg, 2.jpg, 3.jpg, 4.jpg, 5.jpg",5,5
1456,Black,"1.jpg, 2.jpg, 3.jpg, 4.jpg, 5.jpg",5,5
1469,"Acer Aspire 3 N4500 4GB RAM ‎15.6""‎ ‎256GB","acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-wp-silver-04-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-05-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-06-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-07-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-08-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-09-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-wp-silver-01-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-wp-silver-02-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-wp-silver-03-custom.png",9,9
1470,S-101692,"acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-wp-silver-04-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-05-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-06-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-07-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-08-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-silver-09-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-wp-silver-01-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-wp-silver-02-custom.png, acer-aspire-lite-15-al15-32p-non-fingerprint-non-backlit-wp-silver-03-custom.png",9,9
1471,"Xiaomi TV Max 2025 QLED 100""","xiaomi-tv-max-100_1.jpg, xiaomi-tv-max-85_2.jpg, xiaomi-tv-max-85_3-1.jpg, xiaomi-tv-max-85_4.jpg",4,4
1472,100,"xiaomi-tv-max-100_1.jpg, xiaomi-tv-max-85_2.jpg, xiaomi-tv-max-85_3-1.jpg, xiaomi-tv-max-85_4.jpg",4,4
1481,Sony PlayStation 5 825GB Digital Slim Edition,"ps5_cfi2000_digital_edition_pr_01_cmyk.jpg, ps5_cfi2000_digital_edition_pr_03_cmyk.jpg, ps5de_d_sa_rndr_lt_prod_rgb_eu_231018.jpg, ps5de_d_sa_rndr_ft_rgb_eu_231018.jpg",4,4
1482,S-101981,"ps5_cfi2000_digital_edition_pr_01_cmyk.jpg, ps5_cfi2000_digital_edition_pr_03_cmyk.jpg, ps5de_d_sa_rndr_lt_prod_rgb_eu_231018.jpg, ps5de_d_sa_rndr_ft_rgb_eu_231018.jpg",4,4
1483,קונסולה Sony PlayStation 5 1TB Blu-Ray Slim Edition - NEW,"ps5_cfi2000_pr_01_cmyk.jpg, ps5_cfi2000_pr_03_cmyk.jpg",2,2
1484,S-101980,"ps5_cfi2000_pr_01_cmyk.jpg, ps5_cfi2000_pr_03_cmyk.jpg",2,2
1485,טלפון סלולרי Samsung Galaxy A07 64GB,"250_sm-a075_galaxy-a07_lte_black_back_thumb.png, 250_sm-a075_galaxy-a07_lte_black_front2_thumb.png",3,2
1487,Light Violet,250_sm-a075_galaxy-a07_lte_light-violet_front_thumb.png,1,1
1488,Green,250_sm-a075_galaxy-a07_lte_green_front_thumb.png,1,1
1489,טלפון סלולרי Samsung Galaxy A07 128GB,"250_sm-a075_galaxy-a07_lte_black_back_thumb.png, 250_sm-a075_galaxy-a07_lte_black_front2_thumb.png",3,2
1491,Green,250_sm-a075_galaxy-a07_lte_green_front_thumb.png,1,1
1492,Samsung Galaxy Tab A11 WiFi 128GB,"250_galaxy-tab-a11_gray_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_front_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_back_thumbnail.png",3,3
1493,S-101511,"250_galaxy-tab-a11_gray_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_front_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_back_thumbnail.png",3,3
1494,Samsung Galaxy Tab A11 WiFi 64GB,"250_galaxy-tab-a11_gray_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_front_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_back_thumbnail.png",3,3
1495,S-101513,"250_galaxy-tab-a11_gray_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_front_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_back_thumbnail.png",3,3
1496,Samsung Galaxy Tab A11 LTE 128GB,"250_galaxy-tab-a11_gray_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_front_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_back_thumbnail.png",3,3
1497,S-101515,"250_galaxy-tab-a11_gray_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_front_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_back_thumbnail.png",3,3
1498,Samsung Galaxy Tab A11 LTE 64GB,"250_galaxy-tab-a11_gray_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_front_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_back_thumbnail.png",3,3
1499,S-101517,"250_galaxy-tab-a11_gray_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_front_thumbnail.png, 250_galaxy-tab-a11_gray_product-image_back_thumbnail.png",3,3
1500,Samsung Galaxy Tab A11+ WiFi 128GB,"250_galaxy-tab-a11_silver_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_front_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_back_thumbnail.png",3,3
1501,S-101621,"250_galaxy-tab-a11_silver_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_front_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_back_thumbnail.png",3,3
1502,Samsung Galaxy Tab A11+ 128GB 5G,"250_galaxy-tab-a11_silver_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_front_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_back_thumbnail.png",3,3
1503,S-101622,"250_galaxy-tab-a11_silver_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_front_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_back_thumbnail.png",3,3
1504,Samsung Galaxy Tab A11+ 5G 256GB,"250_galaxy-tab-a11_silver_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_front_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_back_thumbnail.png",3,3
1505,S-101623,"250_galaxy-tab-a11_silver_product-image_combo_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_front_thumbnail.png, 250_galaxy-tab-a11_silver_product-image_back_thumbnail.png",3,3
1506,POCO C71 3GB+64GB,"poco-c71-black_1.jpg, poco-c71-black_2.jpg, poco-c71-black_3.jpg, poco-c71-black_4.jpg",4,4
1507,Black,"poco-c71-black_1.jpg, poco-c71-black_2.jpg, poco-c71-black_3.jpg, poco-c71-black_4.jpg",4,4
1513,TP-Link Deco X20 AX1800  מגדיל טווח - ערכת שלישיה,"deco_x60_01_normal_1619488730952h.jpg, bn-99360-020-03_03062021104111_large.jpg, x20.jpg",3,3
1516,טאבלט Apple iPad Pro 13 M4 2024 Cellular 256GB,"ipad_pro_13-inch_m4_chip_wi-fi_hero_vertical_rgb_hi-res__usen.jpg, ipad_pro_13-inch_m4_chip_cellular_magic_keyboard_pro_apple_pencil_pro_hero_horizontal_rgb_hi-res__usen.jpg",2,2
1517,256GB,"ipad_pro_13-inch_m4_chip_wi-fi_hero_vertical_rgb_hi-res__usen.jpg, ipad_pro_13-inch_m4_chip_cellular_magic_keyboard_pro_apple_pencil_pro_hero_horizontal_rgb_hi-res__usen.jpg",2,2
1518,טאבלט Apple iPad Pro 11 M4 2024 WiFi 256GB,"ipad_pro_13-inch_m4_chip_wi-fi_hero_vertical_rgb_hi-res__usen.jpg, ipad_pro_13-inch_m4_chip_cellular_magic_keyboard_pro_apple_pencil_pro_hero_horizontal_rgb_hi-res__usen.jpg",2,2
1519,256GB,"ipad_pro_13-inch_m4_chip_wi-fi_hero_vertical_rgb_hi-res__usen.jpg, ipad_pro_13-inch_m4_chip_cellular_magic_keyboard_pro_apple_pencil_pro_hero_horizontal_rgb_hi-res__usen.jpg",2,2
1520,טאבלט Apple iPad Pro 11 M4 2024 Cellular 256GB,"ipad_pro_13-inch_m4_chip_wi-fi_hero_vertical_rgb_hi-res__usen.jpg, ipad_pro_13-inch_m4_chip_cellular_magic_keyboard_pro_apple_pencil_pro_hero_horizontal_rgb_hi-res__usen.jpg",2,2
1521,256GB,"ipad_pro_13-inch_m4_chip_wi-fi_hero_vertical_rgb_hi-res__usen.jpg, ipad_pro_13-inch_m4_chip_cellular_magic_keyboard_pro_apple_pencil_pro_hero_horizontal_rgb_hi-res__usen.jpg",2,2
1522,Re-New | טלפון סלולרי iPhone 15 Pro 256GB,"iphone_15_pro_black_titanium_pdp_image_position-1__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-1_alt__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-2__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-3__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-4__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-5__wwen.png",6,6
1523,iPhone 15 Pro 256GB Black Titanium,iphone_15_pro_black_titanium_pdp_image_position-1__wwen.png,1,1
1524,iPhone 15 Pro 256GB White Titanium,iphone_15_pro_white_titanium_pdp_image_position-1__wwen.png,1,1
1525,iPhone 15 Pro 256GB Blue Titanium,iphone_15_pro_blue_titanium_pdp_image_position-1__wwen.png,1,1
1526,iPhone 15 Pro 256GB Natural Titanium,iphone_15_pro_natural_titanium_pdp_image_position-1__wwen.png,1,1
1527,Re-New | טלפון סלולרי iPhone 15 Pro Max 256GB,"iphone_15_pro_black_titanium_pdp_image_position-1__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-1_alt__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-2__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-3__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-4__wwen.png, iphone_15_pro_black_titanium_pdp_image_position-5__wwen.png",6,6
1528,iPhone 15 Pro Max 256GB Black Titanium,iphone_15_pro_black_titanium_pdp_image_position-1__wwen.png,1,1
1529,iPhone 15 Pro Max 256GB White Titanium,iphone_15_pro_white_titanium_pdp_image_position-1__wwen.png,1,1
1530,iPhone 15 Pro Max 256GB Blue Titanium,iphone_15_pro_blue_titanium_pdp_image_position-1__wwen.png,1,1
1531,iPhone 15 Pro Max 256GB Natural Titanium,iphone_15_pro_natural_titanium_pdp_image_position-1__wwen.png,1,1
1532,Re-New | טלפון סלולרי Samsung Galaxy S24 Ultra 5G 256GB,"sm-s928_galaxys24ultra_front_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicebackl30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicebackr30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_deviceback_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenbackl30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenbackr30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenback_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicefront_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenfrontl30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenfrontr30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenfront_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_penl30_titaniumblack_231109.jpg",12,12
1533,טלפון סלולרי Samsung Galaxy S24 Ultra 5G 256GB Titanium Black,"sm-s928_galaxys24ultra_front_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicebackl30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicebackr30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_deviceback_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenbackl30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenbackr30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenback_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicefront_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenfrontl30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenfrontr30_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_devicepenfront_titaniumblack_231109.jpg, sm-s928_galaxys24ultra_penl30_titaniumblack_231109.jpg",12,12
